subj,ip,condition,trial,global_id,instance_id,trial_id,block_set,block_id,trial_in_block,target,target ID,original_guess,corrected_guess,spell-check,candidates,wordprob,guess,guess_id,target_guess_match,verb_synset,wn_wup
200002,73.66.94.137,exp200,1201058101.mp4,1201058101,120581,2,0,0,0,bonk,2251,hit,hit,hit,{'hit'},0.00010303936412216756,hit,96,0,1,
200002,73.66.94.137,exp200,1201109201.mp4,1201109201,121092,3,0,0,0,wiggle,3391,give,give,give,{'give'},0.0004670158499864464,give,194,0,1,
200002,73.66.94.137,exp200,1201156601.mp4,1201156601,121566,4,0,0,0,straighten,4155,hold,hold,hold,{'hold'},0.00014075386261478852,hold,579,0,1,
200002,73.66.94.137,exp200,1201024001.mp4,1201024001,120240,5,0,0,0,pump,2626,press,press,press,{'press'},0.0001357535599049516,press,1666,0,1,
200002,73.66.94.137,exp200,1201082901.mp4,1201082901,120829,6,0,0,0,throw,523,throw,throw,throw,{'throw'},3.5664684959395887e-05,throw,523,1,1,
200002,73.66.94.137,exp200,1201138301.mp4,1201138301,121383,7,0,0,0,try,268,take,take,take,{'take'},0.000742643302050004,take,191,0,1,
200002,73.66.94.137,exp200,1201022701.mp4,1201022701,120227,8,0,0,0,solve,3948,watch,watch,watch,{'watch'},9.891903186851311e-05,watch,647,0,1,
200002,73.66.94.137,exp200,1201032201.mp4,1201032201,120322,9,0,0,0,point,642,press,press,press,{'press'},0.0001357535599049516,press,1666,0,1,
200002,73.66.94.137,exp200,1201049801.mp4,1201049801,120498,10,0,0,0,hurt,655,put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200002,73.66.94.137,exp200,1201174401.mp4,1201174401,121744,11,0,0,0,wipe,3560,hit,hit,hit,{'hit'},0.00010303936412216756,hit,96,0,1,
200002,73.66.94.137,exp200,1201097401.mp4,1201097401,120974,12,0,0,0,crawl,3002,crawl,crawl,crawl,{'crawl'},4.461967842525291e-06,crawl,3002,1,1,
200002,73.66.94.137,exp200,1201140101.mp4,1201140101,121401,13,0,0,0,ask,1530,shake,shake,shake,{'shake'},1.6263924548972696e-05,shake,2757,0,1,
200002,73.66.94.137,exp200,1201102401.mp4,1201102401,121024,14,0,0,0,spy,3733,point,point,point,{'point'},0.00041693000213925994,point,642,0,1,
200002,73.66.94.137,exp200,1201099701.mp4,1201099701,120997,15,0,0,0,flip,2358,touch,touch,touch,{'touch'},6.91035622943302e-05,touch,515,0,1,
200002,73.66.94.137,exp200,1201052301.mp4,1201052301,120523,16,0,0,0,stay,223,drop,drop,drop,{'drop'},5.447534753449671e-05,drop,682,0,1,
200002,73.66.94.137,exp200,1201014201.mp4,1201014201,120142,17,0,0,0,block,837,take,take,take,{'take'},0.000742643302050004,take,191,0,1,
200002,73.66.94.137,exp200,1201037301.mp4,1201037301,120373,18,0,0,0,comb,2696,pull,pull,pull,{'pull'},4.6441734899230756e-05,pull,1080,0,1,
200002,73.66.94.137,exp200,1201172301.mp4,1201172301,121723,19,0,0,0,hug,303,hug,hug,hug,{'hug'},3.5095292311277807e-06,hug,303,1,1,
200002,73.66.94.137,exp200,1201011801.mp4,1201011801,120118,20,0,0,0,chop,1409,hold,hold,hold,{'hold'},0.00014075386261478852,hold,579,0,1,
200002,73.66.94.137,exp200,1201079101.mp4,1201079101,120791,21,0,0,0,stop,185,chase,chase,chase,{'chase'},1.5321838531177333e-05,chase,4088,0,1,
200002,73.66.94.137,exp200,1201049601.mp4,1201049601,120496,22,0,0,0,grab,583,grab,grab,grab,{'grab'},9.928137264458826e-06,grab,583,1,1,
200002,73.66.94.137,exp200,1201086501.mp4,1201086501,120865,23,0,0,0,track,4055,hold,hold,hold,{'hold'},0.00014075386261478852,hold,579,0,1,
200002,73.66.94.137,exp200,1201077901.mp4,1201077901,120779,24,0,0,0,open,714,point,point,point,{'point'},0.00041693000213925994,point,642,0,1,
200002,73.66.94.137,exp200,1201108001.mp4,1201108001,121080,25,0,0,0,press,1666,press,press,press,{'press'},0.0001357535599049516,press,1666,1,1,
200002,73.66.94.137,exp200,1201005801.mp4,1201005801,120058,26,0,0,0,press,1666,press,press,press,{'press'},0.0001357535599049516,press,1666,1,1,
200002,73.66.94.137,exp200,1201083401.mp4,1201083401,120834,27,0,0,0,dribble,3960,clap,clap,clap,{'clap'},1.9773453780100477e-06,clap,3138,0,1,
200002,73.66.94.137,exp200,1201182701.mp4,1201182701,121827,28,0,0,0,sniff,3974,smell,smell,smell,{'smell'},3.886363638245926e-05,smell,2175,0,1,
200002,73.66.94.137,exp200,1201143401.mp4,1201143401,121434,29,0,0,0,help,766,hit,hit,hit,{'hit'},0.00010303936412216756,hit,96,0,1,
200002,73.66.94.137,exp200,1201102801.mp4,1201102801,121028,30,0,0,0,spray,3968,bend,bend,bend,{'bend'},1.3944943582091802e-05,bend,2445,0,1,
200002,73.66.94.137,exp200,1201186001.mp4,1201186001,121860,31,0,0,0,push,713,stack,stack,stack,{'stack'},7.308931083115673e-06,stack,288,0,1,
200002,73.66.94.137,exp200,1201176801.mp4,1201176801,121768,32,0,0,0,crawl,3002,catch,catch,catch,{'catch'},5.299492664938971e-05,catch,560,0,1,
200002,73.66.94.137,exp200,1201044001.mp4,1201044001,120440,33,0,0,0,squeeze,2848,dress,dress,dress,{'dress'},5.309845258541118e-05,dress,3897,0,1,
200002,73.66.94.137,exp200,1201051301.mp4,1201051301,120513,34,0,0,0,snow,2324,put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200002,73.66.94.137,exp200,1201029901.mp4,1201029901,120299,35,0,0,0,wash,3817,take,take,take,{'take'},0.000742643302050004,take,191,0,1,
200002,73.66.94.137,exp200,1201113301.mp4,1201113301,121133,36,0,0,0,kiss,304,grab,grab,grab,{'grab'},9.928137264458826e-06,grab,583,0,1,
200002,73.66.94.137,exp200,1201171901.mp4,1201171901,121719,37,0,0,0,keep,439,roll,roll,roll,{'roll'},3.362522401977296e-05,roll,340,0,1,
200002,73.66.94.137,exp200,1201011901.mp4,1201011901,120119,38,0,0,0,chop,1409,hold,hold,hold,{'hold'},0.00014075386261478852,hold,579,0,1,
200002,73.66.94.137,exp200,1201017201.mp4,1201017201,120172,39,0,0,0,stabilize,4343,stack,stack,stack,{'stack'},7.308931083115673e-06,stack,288,0,1,
200002,73.66.94.137,exp200,1201091801.mp4,1201091801,120918,40,0,0,0,glue,4067,take,take,take,{'take'},0.000742643302050004,take,191,0,1,
200002,73.66.94.137,exp200,1201143201.mp4,1201143201,121432,41,0,0,0,climb,202,jump,jump,jump,{'jump'},2.6036772909399317e-05,jump,319,0,1,
200002,73.66.94.137,exp200,1201165701.mp4,1201165701,121657,42,0,0,0,hear,426,hold,hold,hold,{'hold'},0.00014075386261478852,hold,579,0,1,
200002,73.66.94.137,exp200,1201152201.mp4,1201152201,121522,43,0,0,0,tickle,2026,smell,smell,smell,{'smell'},3.886363638245926e-05,smell,2175,0,1,
200002,73.66.94.137,exp200,1201124301.mp4,1201124301,121243,44,0,0,0,kill,4353,shake,shake,shake,{'shake'},1.6263924548972696e-05,shake,2757,0,1,
200002,73.66.94.137,exp200,1201017001.mp4,1201017001,120170,45,0,0,0,chew,607,give,give,give,{'give'},0.0004670158499864464,give,194,0,1,
200002,73.66.94.137,exp200,1201077201.mp4,1201077201,120772,46,0,0,0,climb,202,crawl,crawl,crawl,{'crawl'},4.461967842525291e-06,crawl,3002,0,1,
200002,73.66.94.137,exp200,1201186401.mp4,1201186401,121864,47,0,0,0,try,268,touch,touch,touch,{'touch'},6.91035622943302e-05,touch,515,0,1,
200002,73.66.94.137,exp200,1201186301.mp4,1201186301,121863,48,0,0,0,notice,760,grab,grab,grab,{'grab'},9.928137264458826e-06,grab,583,0,1,
200002,73.66.94.137,exp200,1201096001.mp4,1201096001,120960,49,0,0,0,glue,4067,put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200002,73.66.94.137,exp200,1201026701.mp4,1201026701,120267,50,0,0,0,mess,1384,touch,touch,touch,{'touch'},6.91035622943302e-05,touch,515,0,1,
200003,108.185.71.126,exp200,1201135401.mp4,1201135401,121354,1,0,0,0,shake,2757,grasp,grasp,grasp,{'grasp'},1.605687267692976e-05,grasp,4339,0,1,
200003,108.185.71.126,exp200,1201110201.mp4,1201110201,121102,2,0,0,0,say,83,hold,hold,hold,{'hold'},0.00014075386261478852,hold,579,0,1,
200003,108.185.71.126,exp200,1201055401.mp4,1201055401,120554,3,0,0,0,say,83,take,take,take,{'take'},0.000742643302050004,take,191,0,1,
200003,108.185.71.126,exp200,1201086101.mp4,1201086101,120861,4,0,0,0,make,38,hold,hold,hold,{'hold'},0.00014075386261478852,hold,579,0,1,
200003,108.185.71.126,exp200,1201087101.mp4,1201087101,120871,5,0,0,0,go,27,put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200003,108.185.71.126,exp200,1201173001.mp4,1201173001,121730,6,0,0,0,shake,2757,shake,shake,shake,{'shake'},1.6263924548972696e-05,shake,2757,1,1,
200003,108.185.71.126,exp200,1201080701.mp4,1201080701,120807,7,0,0,0,say,83,drive,drive,drive,{'drive'},9.440530105797709e-05,drive,772,0,1,
200003,108.185.71.126,exp200,1201123701.mp4,1201123701,121237,8,0,0,0,talk,537,Look,look,look,{'look'},0.0005627876933999069,look,17,0,1,
200003,108.185.71.126,exp200,1201114501.mp4,1201114501,121145,9,0,0,0,pull,1080,stare,stare,stare,{'stare'},1.2185002669726839e-05,stare,4340,0,1,
200003,108.185.71.126,exp200,1201146301.mp4,1201146301,121463,10,0,0,0,build,628,stack,stack,stack,{'stack'},7.308931083115673e-06,stack,288,0,1,
200003,108.185.71.126,exp200,1201145101.mp4,1201145101,121451,11,0,0,0,say,83,shake,shake,shake,{'shake'},1.6263924548972696e-05,shake,2757,0,1,
200003,108.185.71.126,exp200,1201002101.mp4,1201002101,120021,12,0,0,0,go,27,spin,spin,spin,{'spin'},9.545091301179393e-06,spin,342,0,1,
200003,108.185.71.126,exp200,1201159601.mp4,1201159601,121596,13,0,0,0,stack,288,toss,toss,toss,{'toss'},5.538637577148563e-06,toss,2470,0,1,
200003,108.185.71.126,exp200,1201169501.mp4,1201169501,121695,14,0,0,0,get,91,grab,grab,grab,{'grab'},9.928137264458826e-06,grab,583,0,1,
200003,108.185.71.126,exp200,1201077501.mp4,1201077501,120775,15,0,0,0,bring,2094,take,take,take,{'take'},0.000742643302050004,take,191,0,1,
200003,108.185.71.126,exp200,1201134301.mp4,1201134301,121343,16,0,0,0,build,628,search,search,search,{'search'},6.48382937302457e-05,search,4341,0,1,
200003,108.185.71.126,exp200,1201025401.mp4,1201025401,120254,17,0,0,0,play,14,spin,spin,spin,{'spin'},9.545091301179393e-06,spin,342,0,1,
200003,108.185.71.126,exp200,1201108501.mp4,1201108501,121085,18,0,0,0,use,462,hit,hit,hit,{'hit'},0.00010303936412216756,hit,96,0,1,
200003,108.185.71.126,exp200,1201084201.mp4,1201084201,120842,19,0,0,0,talk,537,talk,talk,talk,{'talk'},0.00017576633417724916,talk,537,1,1,
200003,108.185.71.126,exp200,1201030701.mp4,1201030701,120307,20,0,0,0,make,38,shake,shake,shake,{'shake'},1.6263924548972696e-05,shake,2757,0,1,
200003,108.185.71.126,exp200,1201099701.mp4,1201099701,120997,21,0,0,0,flip,2358,inspect,inspect,inspect,{'inspect'},6.770596215804037e-06,inspect,4342,0,1,
200003,108.185.71.126,exp200,1201181901.mp4,1201181901,121819,22,0,0,0,play,14,grab,grab,grab,{'grab'},9.928137264458826e-06,grab,583,0,1,
200003,108.185.71.126,exp200,1201055001.mp4,1201055001,120550,23,0,0,0,get,91,move,move,move,{'move'},0.0002114206665430429,move,825,0,1,
200003,108.185.71.126,exp200,1201181101.mp4,1201181101,121811,24,0,0,0,drive,772,look,look,look,{'look'},0.0005627876933999069,look,17,0,1,
200003,108.185.71.126,exp200,1201126401.mp4,1201126401,121264,25,0,0,0,go,27,Put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200003,108.185.71.126,exp200,1201003901.mp4,1201003901,120039,26,0,0,0,break,1067,spin,spin,spin,{'spin'},9.545091301179393e-06,spin,342,0,1,
200003,108.185.71.126,exp200,1201049001.mp4,1201049001,120490,27,0,0,0,see,41,pass,N/A,N/A,{'N/A'},0.0,N/A,0,0,0,
200003,108.185.71.126,exp200,1201143601.mp4,1201143601,121436,28,0,0,0,help,766,stack,stack,stack,{'stack'},7.308931083115673e-06,stack,288,0,1,
200003,108.185.71.126,exp200,1201120301.mp4,1201120301,121203,29,0,0,0,say,83,rotate,rotate,rotate,{'rotate'},2.4432120901066556e-06,rotate,2271,0,1,
200003,108.185.71.126,exp200,1201097801.mp4,1201097801,120978,30,0,0,0,rake,3528,rake,rake,rake,{'rake'},3.1368358614504946e-06,rake,3528,1,1,
200003,108.185.71.126,exp200,1201140701.mp4,1201140701,121407,31,0,0,0,go,27,spin,spin,spin,{'spin'},9.545091301179393e-06,spin,342,0,1,
200003,108.185.71.126,exp200,1201018601.mp4,1201018601,120186,32,0,0,0,look,17,spin,spin,spin,{'spin'},9.545091301179393e-06,spin,342,0,1,
200003,108.185.71.126,exp200,1201100901.mp4,1201100901,121009,33,0,0,0,lie,3965,put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200003,108.185.71.126,exp200,1201111701.mp4,1201111701,121117,34,0,0,0,help,766,give,give,give,{'give'},0.0004670158499864464,give,194,0,1,
200003,108.185.71.126,exp200,1201042601.mp4,1201042601,120426,35,0,0,0,give,194,share,share,share,{'share'},0.00014022588034107904,share,705,0,1,
200003,108.185.71.126,exp200,1201144101.mp4,1201144101,121441,36,0,0,0,tell,558,walk,walk,walk,{'walk'},0.00010809142980001522,walk,719,0,1,
200003,108.185.71.126,exp200,1201097001.mp4,1201097001,120970,37,0,0,0,hammer,1662,switch,switch,switch,{'switch'},3.432920038471894e-05,switch,521,0,1,
200003,108.185.71.126,exp200,1201096801.mp4,1201096801,120968,38,0,0,0,play,14,hit,hit,hit,{'hit'},0.00010303936412216756,hit,96,0,1,
200003,108.185.71.126,exp200,1201166301.mp4,1201166301,121663,39,0,0,0,wake,3010,pick,pick,pick,{'pick'},6.700198579309439e-05,pick,250,0,1,
200003,108.185.71.126,exp200,1201093601.mp4,1201093601,120936,40,0,0,0,make,38,search,search,search,{'search'},6.48382937302457e-05,search,4341,0,1,
200003,108.185.71.126,exp200,1201171501.mp4,1201171501,121715,41,0,0,0,wave,1922,wave,wave,wave,{'wave'},3.6358308730739724e-05,wave,1922,1,1,
200003,108.185.71.126,exp200,1201101801.mp4,1201101801,121018,42,0,0,0,see,41,guess,guess,guess,{'guess'},3.230009203869816e-05,guess,561,0,1,
200003,108.185.71.126,exp200,1201130001.mp4,1201130001,121300,43,0,0,0,go,27,shake,shake,shake,{'shake'},1.6263924548972696e-05,shake,2757,0,1,
200003,108.185.71.126,exp200,1201035801.mp4,1201035801,120358,44,0,0,0,say,83,talk,talk,talk,{'talk'},0.00017576633417724916,talk,537,0,1,
200003,108.185.71.126,exp200,1201054301.mp4,1201054301,120543,45,0,0,0,break,1067,place,place,place,{'place'},0.0005036433261508419,place,1835,0,1,
200003,108.185.71.126,exp200,1201129801.mp4,1201129801,121298,46,0,0,0,hide,1052,place,place,place,{'place'},0.0005036433261508419,place,1835,0,1,
200003,108.185.71.126,exp200,1201033501.mp4,1201033501,120335,47,0,0,0,roll,340,climb,climb,climb,{'climb'},2.3158751888002496e-05,climb,202,0,1,
200003,108.185.71.126,exp200,1201037601.mp4,1201037601,120376,48,0,0,0,put,59,pick,pick,pick,{'pick'},6.700198579309439e-05,pick,250,0,1,
200003,108.185.71.126,exp200,1201059201.mp4,1201059201,120592,49,0,0,0,look,17,put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200003,108.185.71.126,exp200,1201152301.mp4,1201152301,121523,50,0,0,0,stack,288,stack,stack,stack,{'stack'},7.308931083115673e-06,stack,288,1,1,
200004,32.209.126.236,exp200,1201087701.mp4,1201087701,120877,1,0,0,0,show,494,try,try,try,{'try'},0.00022147303493072747,try,268,0,1,
200004,32.209.126.236,exp200,1201079901.mp4,1201079901,120799,2,0,0,0,go,27,put,put,put,{'put'},0.0006173562142768229,put,59,0,1,
200004,32.209.126.236,exp200,1201042501.mp4,1201042501,120425,3,0,0,0,eat,264,stop,stop,stop,{'stop'},0.00015706955013177195,stop,185,0,1,
200004,32.209.126.236,exp200,1201097901.mp4,1201097901,120979,4,0,0,0,say,83,call,call,call,{'call'},0.00020168922855702485,call,492,0,1,
200004,32.209.126.236,exp200,1201080901.mp4,1201080901,120809,5,0,0,0,go,27,look,look,look,{'look'},0.0005627876933999069,look,17,0,1,
200004,32.209.126.236,exp200,1201104701.mp4,1201104701,121047,6,0,0,0,say,83,pick,pick,pick,{'pick'},6.700198579309439e-05,pick,250,0,1,
200004,32.209.126.236,exp200,1201172001.mp4,1201172001,121720,7,0,0,0,play,14,ride,ride,ride,{'ride'},3.47847145032134e-05,ride,318,0,1,
200004,32.209.126.236,exp200,1201032401.mp4,1201032401,120324,8,0,0,0,say,83,press,press,press,{'press'},0.0001357535599049516,press,1666,0,1,
200004,32.209.126.236,exp200,1201017101.mp4,1201017101,120171,9,0,0,0,put,59,hide,hide,hide,{'hide'},2.6057478096603612e-05,hide,1052,0,1,
200004,32.209.126.236,exp200,1201175801.mp4,1201175801,121758,10,0,0,0,look,17,hit,hit,hit,{'hit'},0.00010303936412216756,hit,96,0,1,
200004,32.209.126.236,exp200,1201095101.mp4,1201095101,120951,11,0,0,0,hammer,1662,pick,pick,pick,{'pick'},6.700198579309439e-05,pick,250,0,1,
200004,32.209.126.236,exp200,1201123301.mp4,1201123301,121233,12,0,0,0,turn,414,twist,twist,twist,{'twist'},1.221606045053328e-05,twist,2247,0,1,
